Task ID,Route Name,Vehicle ID,Date,Arrive Time,Operation,Task Template,Task Status,Planned/Adhoc,Zone,Service Point,Asset Types,Completed Asset Types,Asset Collects
360-24042696,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:30:36 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1021,"1100L, 240L",1100L,1
360-24042673,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:28:57 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1019,"1100L, 240L",1100L,1
360-24042670,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:27:40 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1018,"1100L, 240L",1100L,1
360-24042664,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:25:29 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1017,"1100L, 240L",1100L,1
360-24041956,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:24:15 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0968,"1100L, 240L",1100L,1
360-24042658,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:22:51 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1015,"1100L, 240L",1100L,1
360-24042649,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:22:14 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1012,"1100L, 240L",1100L,1
360-24042640,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:21:33 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1006,"1100L, 240L",1100L,1
360-24042613,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:20:43 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1097,"1100L, 240L",1100L,1
360-24042646,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:19:02 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1011,"1100L, 240L",1100L,1
360-24041455,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:17:18 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1123,"1100L, 240L",1100L,1
360-24042652,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:17:17 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1013,"1100L, 240L",1100L,1
360-24042667,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:16:07 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1009,"1100L, 240L",1100L,1
360-24042655,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:15:18 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1008,"1100L, 240L",1100L,1
360-24042542,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:13:10 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0069,"1100L, 240L",1100L,1
360-24041655,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:12:05 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1468,"1100L, 240L",240L,1
360-24042643,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:11:12 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1007,"1100L, 240L",1100L,1
360-24042637,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:10:25 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1005,"1100L, 240L",1100L,1
360-24042625,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:09:41 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1004,"1100L, 240L",1100L,1
360-24042745,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:08:34 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0574,"1100L, 240L",1100L,1
360-24042530,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:07:42 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1716,"1100L, 240L",1100L,1
360-24042044,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:05:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0979,"1100L, 240L",1100L,1
360-24041255,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:03:39 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1146,"1100L, 240L",240L,1
360-24042337,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:31:54 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0990,"1100L, 240L",1100L,1
360-24042334,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:31:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0894,"1100L, 240L",1100L,1
360-24041420,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:26:53 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1873,"1100L, 240L",1100L,1
360-24042343,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:25:52 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0897,"1100L, 240L",1100L,1
360-24042340,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:24:47 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0896,"1100L, 240L",1100L,1
360-24041622,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:23:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0954,"1100L, 240L",1100L,1
360-24041639,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:23:31 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0764,"1100L, 240L",1100L,1
360-24042497,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:22:40 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0835,"1100L, 240L",1100L,1
360-24042527,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:22:09 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5886,"1100L, 240L",240L,1
360-24041646,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:21:31 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0765,"1100L, 240L",1100L,1
360-24042601,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:19:35 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2221,"1100L, 240L",240L,1
360-24042500,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:19:27 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0836,"1100L, 240L",1100L,1
360-24042494,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:18:13 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0834,"1100L, 240L",1100L,1
360-24041631,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:16:49 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0849,"1100L, 240L",1100L,1
360-24042488,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:16:16 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0832,"1100L, 240L",1100L,1
360-24042491,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:15:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0833,"1100L, 240L",1100L,1
360-24041337,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:14:25 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2612,"1100L, 240L",240L,1
360-24042461,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:13:34 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0824,"1100L, 240L",1100L,1
360-24042464,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:12:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0825,"1100L, 240L",1100L,1
360-24042467,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:11:25 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0826,"1100L, 240L",1100L,1
360-24042470,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:10:27 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0827,"1100L, 240L",1100L,1
360-24041689,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:07:05 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1808,"1100L, 240L",240L,1
360-24041681,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:06:04 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0909,"1100L, 240L",1100L,1
360-24041665,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:04:33 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0907,"1100L, 240L",1100L,1
360-24041673,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,10:03:18 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0908,"1100L, 240L",1100L,1
360-24042482,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,9:56:52 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2965,"1100L, 240L",240L,1
